Wall time,Step,Value
1662041189.2570221,4096,-0.08216647058725357
1662041386.6774445,8192,-0.0663030594587326
1662041586.2515044,12288,-0.02659899927675724
1662041785.2637928,16384,0.019852999597787857
1662041980.150584,20480,0.08541298657655716
1662042178.0917752,24576,0.12508411705493927
1662042364.0861235,28672,0.14402401447296143
1662042558.5243747,32768,0.20849275588989258
1662042745.327623,36864,0.2399250864982605
1662042932.7197917,40960,0.22631826996803284
1662043116.9436166,45056,0.36040982604026794
1662043302.6022925,49152,0.2511054277420044
1662043487.9444978,53248,0.3450995087623596
1662043674.5044212,57344,0.22722290456295013
1662043876.3425598,61440,0.244521364569664
1662044062.3038502,65536,0.39183977246284485
1662044245.7056293,69632,0.37973690032958984
1662044436.6106014,73728,0.2564016282558441
1662044643.5259838,77824,0.42686566710472107
1662053442.013149,81920,0.3894514739513397
1662053635.1481075,86016,0.37032032012939453
1662053825.601273,90112,0.3030700385570526
1662054010.9046643,94208,0.3680747151374817
1662054195.6214662,98304,0.4624638855457306
1662054381.9619956,102400,0.22394011914730072
1662054566.637963,106496,0.42276421189308167
1662054750.789724,110592,0.45707258582115173
1662054935.5175745,114688,0.6754043102264404
1662055125.7538211,118784,0.4660000801086426
1662055308.6135554,122880,0.555088996887207
1662055493.7802315,126976,0.6695109605789185
1662055677.9857876,131072,0.5214666128158569
1662055862.0331814,135168,0.36527472734451294
1662056054.035931,139264,0.4073731601238251
1662056238.722111,143360,0.34031274914741516
1662056431.4563909,147456,0.4751305878162384
1662056616.511365,151552,0.5403046011924744
1662056801.0570824,155648,0.576469898223877
1662057003.825301,159744,0.44354259967803955
1662057190.9803755,163840,0.5927857160568237
1662057374.8480186,167936,0.5577950477600098
1662057559.9564953,172032,0.3841369152069092
1662057758.307252,176128,0.5556533932685852
1662057941.0624557,180224,0.5109093189239502
1662058125.5800405,184320,0.5899919867515564
1662058315.9674678,188416,0.4770028591156006
1662058501.2486987,192512,0.5268262028694153
1662058686.734147,196608,0.39376214146614075
1662058870.1354184,200704,0.46898362040519714
1662059059.2923443,204800,0.43838560581207275
1662059244.2850502,208896,0.4674615263938904
1662059428.0119617,212992,0.3784884214401245
1662059615.5847905,217088,0.4351275861263275
1662059799.1689374,221184,0.8211088180541992
1662059982.9590907,225280,0.6562464237213135
1662060168.3331194,229376,0.45879802107810974
1662060357.271023,233472,0.49495524168014526
1662060542.5472674,237568,0.42454594373703003
1662060728.9719384,241664,0.5757066607475281
1662060914.8583794,245760,0.6369940042495728
1662061098.9902742,249856,0.6299117207527161
1662061294.8232148,253952,0.5062222480773926
1662061480.3609605,258048,0.5026171207427979
1662061669.037125,262144,0.7375417351722717
1662061853.0469453,266240,0.5697037577629089
1662062036.783766,270336,0.5555974245071411
1662062224.872181,274432,0.6453124284744263
1662062409.5030322,278528,0.5282870531082153
1662062593.659676,282624,0.48619306087493896
1662062778.567506,286720,0.665748655796051
1662062968.0776582,290816,0.6395065188407898
1662063158.2215626,294912,0.6146425008773804
1662063341.2014234,299008,0.6968581080436707
1662063525.2895188,303104,0.6690559983253479
1662063710.1299963,307200,0.5698817372322083
1662063897.2563381,311296,0.5366012454032898
1662064081.8258767,315392,0.6374399662017822
1662064271.620853,319488,0.4475439488887787
1662064454.8210738,323584,0.5219537019729614
1662064639.0913482,327680,0.26122161746025085
1662064825.7060885,331776,0.6817362904548645
1662065009.6481915,335872,0.5439509749412537
1662065194.263978,339968,0.3811114728450775
1662065377.5056086,344064,0.8249390125274658
1662065566.3608024,348160,0.46029794216156006
1662065750.987678,352256,0.5256723761558533
1662065935.3538637,356352,0.6106219291687012
1662066119.6016967,360448,0.46405142545700073
1662066303.787489,364544,0.46513131260871887
1662066487.43613,368640,0.6407938003540039
1662066671.890687,372736,0.5052947402000427
1662066861.4499102,376832,0.5871253609657288
1662067046.6328442,380928,0.5079606771469116
1662067231.3764193,385024,0.6898304224014282
1662067414.6203108,389120,0.6625722050666809
1662067598.9243357,393216,0.5346596837043762
1662067784.083026,397312,0.6256428360939026
1662067970.0640683,401408,0.5682469010353088
1662068167.1088548,405504,0.530031681060791
1662068352.5118527,409600,0.7658454775810242
1662068536.258999,413696,0.7559611797332764
1662068724.9917955,417792,0.6001269221305847
1662068909.0152576,421888,0.844562292098999
1662069093.3708909,425984,0.6593128442764282
1662069277.8846164,430080,0.5541563034057617
1662069467.4499927,434176,0.6158263683319092
1662069652.3982384,438272,0.7448186278343201
1662069837.1901736,442368,0.5535407066345215
1662070021.447255,446464,0.4877883195877075
1662070205.7346177,450560,0.431245356798172
1662070389.7530909,454656,0.5628606677055359
1662070573.3496938,458752,0.42657965421676636
1662070762.2750998,462848,0.6062623262405396
1662070945.9883752,466944,0.4942408502101898
1662071135.7964818,471040,0.6600010991096497
1662071319.970931,475136,0.6878410577774048
1662071507.7587562,479232,0.53057861328125
1662071691.5574722,483328,0.780502200126648
1662071875.4190006,487424,0.600548505783081
1662072064.269454,491520,0.4744097590446472
1662072248.447242,495616,0.532212495803833
1662072435.3761668,499712,0.5428757071495056
1662072627.3310807,503808,0.8002874851226807
1662072811.0414972,507904,0.6304131150245667
1662072996.434507,512000,0.3942026197910309
1662073181.5257676,516096,0.37902453541755676
1662073369.9574087,520192,0.8339536786079407
1662073554.4203053,524288,0.46823135018348694
1662073737.4841213,528384,0.6755520701408386
1662073921.591452,532480,0.5629212856292725
1662074112.4556468,536576,0.6040478944778442
1662074295.2723646,540672,0.5558421611785889
1662074479.251098,544768,0.6909205913543701
